,날짜,종가,전일비,시가,고가,저가,거래량
5,2013.08.26,1300000.0,5000.0,1301000.0,1305000.0,1296000.0,230393.0
9,2013.08.23,1295000.0,40000.0,1280000.0,1300000.0,1271000.0,344068.0
10,2013.08.22,1255000.0,1000.0,1250000.0,1267000.0,1245000.0,239697.0
11,2013.08.21,1256000.0,13000.0,1265000.0,1282000.0,1256000.0,246921.0
12,2013.08.20,1269000.0,17000.0,1296000.0,1305000.0,1269000.0,284619.0
13,2013.08.19,1286000.0,9000.0,1286000.0,1296000.0,1280000.0,129997.0
1,2013.08.16,1295000.0,5000.0,1286000.0,1301000.0,1282000.0,228332.0
2,2013.08.14,1300000.0,10000.0,1289000.0,1300000.0,1285000.0,260102.0
3,2013.08.13,1290000.0,58000.0,1244000.0,1290000.0,1242000.0,418589.0
4,2013.08.12,1232000.0,2000.0,1230000.0,1248000.0,1225000.0,202812.0
5,2013.08.09,1230000.0,13000.0,1229000.0,1241000.0,1220000.0,241604.0
9,2013.08.08,1217000.0,5000.0,1213000.0,1235000.0,1213000.0,358216.0
10,2013.08.07,1222000.0,32000.0,1237000.0,1240000.0,1222000.0,315562.0
11,2013.08.06,1254000.0,20000.0,1245000.0,1272000.0,1245000.0,289874.0
12,2013.08.05,1274000.0,12000.0,1283000.0,1283000.0,1274000.0,161597.0
13,2013.08.02,1286000.0,6000.0,1293000.0,1300000.0,1282000.0,224827.0
1,2013.08.01,1280000.0,0.0,1285000.0,1288000.0,1274000.0,181178.0
2,2013.07.31,1280000.0,10000.0,1280000.0,1290000.0,1279000.0,254710.0
3,2013.07.30,1290000.0,7000.0,1277000.0,1295000.0,1277000.0,188507.0
4,2013.07.29,1283000.0,20000.0,1291000.0,1300000.0,1279000.0,236437.0
5,2013.07.26,1303000.0,12000.0,1314000.0,1319000.0,1299000.0,272391.0
9,2013.07.25,1315000.0,0.0,1317000.0,1322000.0,1308000.0,169913.0
10,2013.07.24,1315000.0,8000.0,1307000.0,1317000.0,1295000.0,175453.0
11,2013.07.23,1307000.0,34000.0,1273000.0,1307000.0,1272000.0,238978.0
12,2013.07.22,1273000.0,0.0,1280000.0,1289000.0,1265000.0,207023.0
13,2013.07.19,1273000.0,19000.0,1288000.0,1295000.0,1264000.0,325426.0
1,2013.07.18,1292000.0,28000.0,1325000.0,1325000.0,1292000.0,314084.0
2,2013.07.17,1320000.0,22000.0,1301000.0,1330000.0,1286000.0,246046.0
3,2013.07.16,1298000.0,15000.0,1318000.0,1321000.0,1290000.0,186019.0
4,2013.07.15,1313000.0,1000.0,1315000.0,1319000.0,1285000.0,192592.0
5,2013.07.12,1312000.0,0.0,1320000.0,1324000.0,1301000.0,227826.0
9,2013.07.11,1312000.0,64000.0,1251000.0,1312000.0,1251000.0,415767.0
10,2013.07.10,1248000.0,11000.0,1245000.0,1252000.0,1237000.0,346113.0
11,2013.07.09,1237000.0,11000.0,1230000.0,1250000.0,1229000.0,393899.0
12,2013.07.08,1226000.0,41000.0,1250000.0,1258000.0,1209000.0,529603.0
13,2013.07.05,1267000.0,50000.0,1286000.0,1315000.0,1260000.0,607656.0
1,2013.07.04,1317000.0,16000.0,1302000.0,1317000.0,1296000.0,180853.0
2,2013.07.03,1301000.0,34000.0,1334000.0,1339000.0,1295000.0,256441.0
3,2013.07.02,1335000.0,9000.0,1340000.0,1352000.0,1330000.0,204289.0
4,2013.07.01,1326000.0,16000.0,1334000.0,1346000.0,1322000.0,256519.0
5,2013.06.28,1342000.0,3000.0,1350000.0,1350000.0,1329000.0,419225.0
9,2013.06.27,1339000.0,78000.0,1295000.0,1344000.0,1286000.0,515123.0
10,2013.06.26,1261000.0,36000.0,1301000.0,1305000.0,1245000.0,635024.0
11,2013.06.25,1297000.0,16000.0,1301000.0,1318000.0,1288000.0,415499.0
12,2013.06.24,1313000.0,12000.0,1350000.0,1350000.0,1313000.0,316958.0
13,2013.06.21,1325000.0,4000.0,1294000.0,1333000.0,1290000.0,553556.0
1,2013.06.20,1329000.0,40000.0,1343000.0,1348000.0,1326000.0,356359.0
2,2013.06.19,1369000.0,18000.0,1382000.0,1385000.0,1364000.0,205405.0
3,2013.06.18,1387000.0,21000.0,1368000.0,1387000.0,1360000.0,220861.0
4,2013.06.17,1366000.0,3000.0,1370000.0,1378000.0,1365000.0,235169.0
5,2013.06.14,1369000.0,12000.0,1365000.0,1377000.0,1357000.0,351167.0
9,2013.06.13,1357000.0,28000.0,1380000.0,1397000.0,1357000.0,670197.0
10,2013.06.12,1385000.0,4000.0,1378000.0,1403000.0,1362000.0,457753.0
11,2013.06.11,1389000.0,36000.0,1411000.0,1419000.0,1378000.0,692260.0
12,2013.06.10,1425000.0,2000.0,1420000.0,1443000.0,1414000.0,533554.0
13,2013.06.07,1427000.0,94000.0,1475000.0,1485000.0,1424000.0,1085816.0
1,2013.06.05,1521000.0,19000.0,1549000.0,1553000.0,1521000.0,271813.0
2,2013.06.04,1540000.0,8000.0,1533000.0,1542000.0,1521000.0,169932.0
3,2013.06.03,1532000.0,6000.0,1536000.0,1559000.0,1528000.0,206189.0
4,2013.05.31,1538000.0,6000.0,1546000.0,1559000.0,1537000.0,360501.0
5,2013.05.30,1544000.0,32000.0,1518000.0,1549000.0,1512000.0,455560.0
9,2013.05.29,1512000.0,28000.0,1484000.0,1523000.0,1483000.0,295211.0
10,2013.05.28,1484000.0,5000.0,1481000.0,1496000.0,1481000.0,231761.0
11,2013.05.27,1489000.0,3000.0,1490000.0,1499000.0,1487000.0,122928.0
12,2013.05.24,1486000.0,2000.0,1487000.0,1494000.0,1472000.0,203812.0
13,2013.05.23,1484000.0,25000.0,1492000.0,1502000.0,1484000.0,239883.0
1,2013.05.22,1509000.0,17000.0,1504000.0,1510000.0,1491000.0,198462.0
2,2013.05.21,1492000.0,5000.0,1510000.0,1510000.0,1485000.0,232008.0
3,2013.05.20,1497000.0,11000.0,1502000.0,1512000.0,1496000.0,245777.0
4,2013.05.16,1508000.0,8000.0,1501000.0,1514000.0,1500000.0,293151.0
5,2013.05.15,1500000.0,0.0,1485000.0,1500000.0,1484000.0,211896.0
9,2013.05.14,1500000.0,23000.0,1487000.0,1500000.0,1483000.0,180053.0
10,2013.05.13,1477000.0,1000.0,1471000.0,1480000.0,1462000.0,175002.0
11,2013.05.10,1476000.0,39000.0,1514000.0,1514000.0,1476000.0,235897.0
12,2013.05.09,1515000.0,27000.0,1490000.0,1520000.0,1489000.0,216123.0
13,2013.05.08,1488000.0,5000.0,1493000.0,1498000.0,1479000.0,298439.0
1,2013.05.07,1493000.0,21000.0,1508000.0,1508000.0,1491000.0,228690.0
2,2013.05.06,1514000.0,21000.0,1540000.0,1540000.0,1512000.0,173086.0
3,2013.05.03,1535000.0,7000.0,1535000.0,1537000.0,1521000.0,131181.0
4,2013.05.02,1528000.0,8000.0,1526000.0,1532000.0,1517000.0,200979.0
5,2013.04.30,1520000.0,39000.0,1490000.0,1530000.0,1488000.0,374100.0
9,2013.04.29,1481000.0,5000.0,1491000.0,1492000.0,1475000.0,170003.0
10,2013.04.26,1486000.0,8000.0,1495000.0,1497000.0,1472000.0,233032.0
11,2013.04.25,1494000.0,8000.0,1470000.0,1494000.0,1470000.0,209278.0
12,2013.04.24,1486000.0,3000.0,1485000.0,1494000.0,1474000.0,201731.0
13,2013.04.23,1483000.0,20000.0,1500000.0,1503000.0,1474000.0,177297.0
1,2013.04.22,1503000.0,28000.0,1490000.0,1503000.0,1465000.0,186717.0
2,2013.04.19,1475000.0,8000.0,1465000.0,1492000.0,1455000.0,314080.0
3,2013.04.18,1483000.0,35000.0,1520000.0,1522000.0,1481000.0,267168.0
4,2013.04.17,1518000.0,10000.0,1566000.0,1566000.0,1514000.0,209822.0
5,2013.04.16,1528000.0,5000.0,1505000.0,1532000.0,1501000.0,371037.0
9,2013.04.15,1523000.0,6000.0,1503000.0,1535000.0,1503000.0,215346.0
10,2013.04.12,1517000.0,23000.0,1540000.0,1550000.0,1513000.0,214881.0
11,2013.04.11,1540000.0,19000.0,1521000.0,1540000.0,1518000.0,225830.0
12,2013.04.10,1521000.0,7000.0,1540000.0,1540000.0,1513000.0,235594.0
13,2013.04.09,1528000.0,8000.0,1527000.0,1530000.0,1510000.0,184880.0
1,2013.04.08,1520000.0,15000.0,1505000.0,1531000.0,1497000.0,259190.0
2,2013.04.05,1505000.0,1000.0,1505000.0,1516000.0,1493000.0,299547.0
3,2013.04.04,1506000.0,15000.0,1517000.0,1519000.0,1499000.0,214009.0
4,2013.04.03,1521000.0,4000.0,1526000.0,1528000.0,1509000.0,217654.0
5,2013.04.02,1525000.0,13000.0,1510000.0,1532000.0,1510000.0,171497.0
9,2013.04.01,1512000.0,15000.0,1535000.0,1535000.0,1512000.0,105910.0
10,2013.03.29,1527000.0,17000.0,1524000.0,1532000.0,1517000.0,190674.0
11,2013.03.28,1510000.0,6000.0,1503000.0,1510000.0,1497000.0,159792.0
12,2013.03.27,1504000.0,5000.0,1515000.0,1516000.0,1487000.0,257628.0
13,2013.03.26,1509000.0,14000.0,1495000.0,1522000.0,1491000.0,336600.0
1,2013.03.25,1495000.0,40000.0,1480000.0,1495000.0,1470000.0,205441.0
2,2013.03.22,1455000.0,2000.0,1458000.0,1468000.0,1452000.0,213742.0
3,2013.03.21,1457000.0,3000.0,1461000.0,1474000.0,1456000.0,235371.0
4,2013.03.20,1460000.0,15000.0,1460000.0,1485000.0,1456000.0,270315.0
5,2013.03.19,1475000.0,30000.0,1450000.0,1492000.0,1448000.0,279542.0
9,2013.03.18,1445000.0,35000.0,1460000.0,1460000.0,1434000.0,528791.0
10,2013.03.15,1480000.0,40000.0,1529000.0,1529000.0,1480000.0,732367.0
11,2013.03.14,1520000.0,7000.0,1528000.0,1534000.0,1499000.0,251156.0
12,2013.03.13,1527000.0,33000.0,1506000.0,1529000.0,1501000.0,226071.0
13,2013.03.12,1494000.0,14000.0,1504000.0,1512000.0,1490000.0,174931.0
1,2013.03.11,1508000.0,9000.0,1493000.0,1512000.0,1485000.0,274965.0
2,2013.03.08,1499000.0,21000.0,1515000.0,1517000.0,1489000.0,378820.0
3,2013.03.07,1520000.0,40000.0,1548000.0,1550000.0,1512000.0,269654.0
4,2013.03.06,1560000.0,10000.0,1572000.0,1575000.0,1547000.0,202973.0
5,2013.03.05,1550000.0,11000.0,1556000.0,1564000.0,1548000.0,185892.0
9,2013.03.04,1539000.0,5000.0,1563000.0,1563000.0,1530000.0,265537.0
10,2013.02.28,1544000.0,17000.0,1530000.0,1554000.0,1530000.0,255684.0
11,2013.02.27,1527000.0,0.0,1559000.0,1559000.0,1519000.0,178764.0
12,2013.02.26,1527000.0,3000.0,1515000.0,1538000.0,1508000.0,184895.0
13,2013.02.25,1530000.0,0.0,1549000.0,1549000.0,1530000.0,177951.0
1,2013.02.22,1530000.0,20000.0,1530000.0,1548000.0,1520000.0,277053.0
2,2013.02.21,1550000.0,5000.0,1540000.0,1558000.0,1535000.0,262473.0
3,2013.02.20,1545000.0,53000.0,1502000.0,1545000.0,1497000.0,360787.0
4,2013.02.19,1492000.0,2000.0,1480000.0,1499000.0,1479000.0,122645.0
5,2013.02.18,1490000.0,8000.0,1490000.0,1501000.0,1481000.0,142199.0
9,2013.02.15,1498000.0,8000.0,1490000.0,1498000.0,1477000.0,151999.0
10,2013.02.14,1490000.0,3000.0,1490000.0,1494000.0,1477000.0,150682.0
11,2013.02.13,1487000.0,19000.0,1474000.0,1489000.0,1456000.0,184181.0
12,2013.02.12,1468000.0,6000.0,1484000.0,1484000.0,1459000.0,168395.0
13,2013.02.08,1462000.0,42000.0,1418000.0,1470000.0,1415000.0,268477.0
1,2013.02.07,1420000.0,7000.0,1439000.0,1439000.0,1420000.0,194422.0
2,2013.02.06,1427000.0,8000.0,1440000.0,1443000.0,1427000.0,137943.0
3,2013.02.05,1435000.0,2000.0,1415000.0,1443000.0,1414000.0,227762.0
4,2013.02.04,1437000.0,4000.0,1450000.0,1453000.0,1417000.0,257238.0
5,2013.02.01,1441000.0,7000.0,1460000.0,1460000.0,1422000.0,231524.0
9,2013.01.31,1448000.0,8000.0,1430000.0,1448000.0,1422000.0,321056.0
10,2013.01.30,1440000.0,31000.0,1426000.0,1440000.0,1412000.0,323848.0
11,2013.01.29,1409000.0,37000.0,1390000.0,1418000.0,1380000.0,432719.0
12,2013.01.28,1372000.0,45000.0,1396000.0,1401000.0,1371000.0,618708.0
13,2013.01.25,1417000.0,36000.0,1460000.0,1461000.0,1405000.0,436418.0
1,2013.01.24,1453000.0,20000.0,1468000.0,1469000.0,1441000.0,320146.0
2,2013.01.23,1473000.0,7000.0,1500000.0,1502000.0,1473000.0,186749.0
3,2013.01.22,1480000.0,26000.0,1445000.0,1487000.0,1445000.0,239166.0
4,2013.01.21,1454000.0,26000.0,1464000.0,1475000.0,1448000.0,290784.0
5,2013.01.18,1480000.0,11000.0,1480000.0,1487000.0,1455000.0,250601.0
9,2013.01.17,1469000.0,23000.0,1502000.0,1502000.0,1450000.0,404999.0
10,2013.01.16,1492000.0,20000.0,1514000.0,1526000.0,1483000.0,325058.0
11,2013.01.15,1512000.0,40000.0,1560000.0,1560000.0,1512000.0,214769.0
12,2013.01.14,1552000.0,19000.0,1539000.0,1552000.0,1528000.0,160602.0
13,2013.01.11,1533000.0,3000.0,1548000.0,1548000.0,1507000.0,238982.0
1,2013.01.10,1530000.0,30000.0,1515000.0,1534000.0,1500000.0,293482.0
2,2013.01.09,1500000.0,0.0,1500000.0,1513000.0,1491000.0,253720.0
3,2013.01.08,1500000.0,20000.0,1513000.0,1517000.0,1498000.0,276757.0
4,2013.01.07,1520000.0,5000.0,1515000.0,1528000.0,1500000.0,252436.0
5,2013.01.04,1525000.0,18000.0,1540000.0,1542000.0,1510000.0,260120.0
9,2013.01.03,1543000.0,33000.0,1582000.0,1584000.0,1543000.0,284927.0
10,2013.01.02,1576000.0,54000.0,1533000.0,1576000.0,1527000.0,229274.0
11,2012.12.28,1522000.0,26000.0,1488000.0,1530000.0,1487000.0,212266.0
12,2012.12.27,1496000.0,26000.0,1470000.0,1500000.0,1470000.0,182909.0
13,2012.12.26,1470000.0,4000.0,1480000.0,1503000.0,1470000.0,281820.0
1,2012.12.24,1474000.0,32000.0,1448000.0,1476000.0,1442000.0,290702.0
2,2012.12.21,1442000.0,61000.0,1493000.0,1496000.0,1440000.0,553510.0
3,2012.12.20,1503000.0,12000.0,1515000.0,1529000.0,1495000.0,402740.0
4,2012.12.18,1515000.0,12000.0,1500000.0,1516000.0,1495000.0,271247.0
5,2012.12.17,1503000.0,12000.0,1501000.0,1524000.0,1497000.0,310372.0
9,2012.12.14,1515000.0,18000.0,1516000.0,1536000.0,1508000.0,279121.0
10,2012.12.13,1533000.0,43000.0,1500000.0,1533000.0,1493000.0,614229.0
11,2012.12.12,1490000.0,14000.0,1473000.0,1496000.0,1473000.0,304949.0
12,2012.12.11,1476000.0,15000.0,1498000.0,1498000.0,1469000.0,253294.0
13,2012.12.10,1491000.0,11000.0,1506000.0,1506000.0,1485000.0,261259.0
1,2012.12.07,1480000.0,26000.0,1450000.0,1498000.0,1450000.0,317756.0
2,2012.12.06,1454000.0,1000.0,1468000.0,1471000.0,1434000.0,285144.0
3,2012.12.05,1455000.0,25000.0,1430000.0,1455000.0,1427000.0,248894.0
4,2012.12.04,1430000.0,0.0,1432000.0,1434000.0,1420000.0,190213.0
5,2012.12.03,1430000.0,24000.0,1420000.0,1436000.0,1408000.0,204572.0
9,2012.11.30,1406000.0,8000.0,1423000.0,1425000.0,1399000.0,328810.0
10,2012.11.29,1414000.0,1000.0,1402000.0,1422000.0,1402000.0,262256.0
11,2012.11.28,1413000.0,3000.0,1400000.0,1438000.0,1396000.0,281426.0
12,2012.11.27,1416000.0,12000.0,1405000.0,1428000.0,1404000.0,236884.0
13,2012.11.26,1404000.0,33000.0,1442000.0,1443000.0,1399000.0,275155.0
1,2012.11.23,1437000.0,20000.0,1422000.0,1442000.0,1417000.0,246769.0
2,2012.11.22,1417000.0,33000.0,1394000.0,1419000.0,1391000.0,299318.0
3,2012.11.21,1384000.0,20000.0,1376000.0,1397000.0,1372000.0,355901.0
4,2012.11.20,1364000.0,32000.0,1353000.0,1365000.0,1346000.0,268586.0
5,2012.11.19,1332000.0,25000.0,1315000.0,1342000.0,1313000.0,202837.0
9,2012.11.16,1307000.0,24000.0,1322000.0,1326000.0,1301000.0,243724.0
10,2012.11.15,1331000.0,24000.0,1335000.0,1338000.0,1326000.0,199259.0
11,2012.11.14,1355000.0,6000.0,1357000.0,1357000.0,1346000.0,208828.0
12,2012.11.13,1349000.0,4000.0,1347000.0,1349000.0,1326000.0,146594.0
13,2012.11.12,1345000.0,4000.0,1331000.0,1347000.0,1331000.0,139213.0
1,2012.11.09,1341000.0,9000.0,1335000.0,1351000.0,1326000.0,291124.0
2,2012.11.08,1350000.0,12000.0,1348000.0,1357000.0,1341000.0,306862.0
3,2012.11.07,1362000.0,13000.0,1343000.0,1362000.0,1335000.0,193847.0
4,2012.11.06,1349000.0,8000.0,1349000.0,1349000.0,1332000.0,179690.0
5,2012.11.05,1341000.0,14000.0,1328000.0,1349000.0,1320000.0,261413.0
9,2012.11.02,1327000.0,30000.0,1319000.0,1333000.0,1313000.0,370592.0
10,2012.11.01,1297000.0,13000.0,1295000.0,1302000.0,1290000.0,209205.0
11,2012.10.31,1310000.0,12000.0,1306000.0,1312000.0,1299000.0,212428.0
12,2012.10.30,1298000.0,1000.0,1299000.0,1304000.0,1292000.0,133300.0
13,2012.10.29,1299000.0,12000.0,1298000.0,1299000.0,1279000.0,229431.0
1,2012.10.26,1287000.0,35000.0,1306000.0,1312000.0,1287000.0,276353.0
2,2012.10.25,1322000.0,22000.0,1296000.0,1322000.0,1291000.0,237942.0
3,2012.10.24,1300000.0,13000.0,1297000.0,1309000.0,1289000.0,269753.0
4,2012.10.23,1313000.0,2000.0,1319000.0,1322000.0,1302000.0,185296.0
5,2012.10.22,1315000.0,13000.0,1277000.0,1317000.0,1276000.0,234884.0
9,2012.10.19,1302000.0,35000.0,1323000.0,1325000.0,1299000.0,279959.0
10,2012.10.18,1337000.0,1000.0,1336000.0,1341000.0,1328000.0,210796.0
11,2012.10.17,1336000.0,6000.0,1342000.0,1346000.0,1316000.0,180461.0
12,2012.10.16,1330000.0,30000.0,1326000.0,1331000.0,1315000.0,213589.0
13,2012.10.15,1300000.0,4000.0,1296000.0,1312000.0,1287000.0,206958.0
1,2012.10.12,1296000.0,8000.0,1305000.0,1312000.0,1288000.0,300039.0
2,2012.10.11,1304000.0,21000.0,1310000.0,1320000.0,1287000.0,476265.0
3,2012.10.10,1325000.0,47000.0,1353000.0,1360000.0,1325000.0,260023.0
4,2012.10.09,1372000.0,1000.0,1363000.0,1381000.0,1363000.0,176068.0
5,2012.10.08,1373000.0,3000.0,1375000.0,1379000.0,1360000.0,240919.0
9,2012.10.05,1370000.0,3000.0,1387000.0,1390000.0,1352000.0,357080.0
10,2012.10.04,1367000.0,2000.0,1351000.0,1373000.0,1339000.0,383480.0
11,2012.10.02,1369000.0,23000.0,1354000.0,1371000.0,1352000.0,267729.0
12,2012.09.28,1346000.0,8000.0,1359000.0,1360000.0,1339000.0,358509.0
13,2012.09.27,1338000.0,13000.0,1327000.0,1342000.0,1323000.0,291061.0
1,2012.09.26,1325000.0,2000.0,1313000.0,1325000.0,1306000.0,241197.0
2,2012.09.25,1327000.0,0.0,1310000.0,1334000.0,1310000.0,227443.0
3,2012.09.24,1327000.0,25000.0,1300000.0,1328000.0,1292000.0,264015.0
4,2012.09.21,1302000.0,15000.0,1300000.0,1307000.0,1295000.0,298374.0
5,2012.09.20,1287000.0,27000.0,1293000.0,1305000.0,1284000.0,284488.0
9,2012.09.19,1314000.0,1000.0,1306000.0,1323000.0,1298000.0,242946.0
10,2012.09.18,1315000.0,0.0,1314000.0,1336000.0,1308000.0,224940.0
11,2012.09.17,1315000.0,21000.0,1336000.0,1336000.0,1312000.0,298200.0
12,2012.09.14,1336000.0,35000.0,1330000.0,1339000.0,1327000.0,498718.0
13,2012.09.13,1301000.0,7000.0,1299000.0,1305000.0,1281000.0,390332.0
1,2012.09.12,1294000.0,38000.0,1268000.0,1295000.0,1259000.0,370250.0
2,2012.09.11,1256000.0,6000.0,1240000.0,1265000.0,1232000.0,198608.0
3,2012.09.10,1250000.0,0.0,1260000.0,1264000.0,1250000.0,318481.0
4,2012.09.07,1250000.0,54000.0,1230000.0,1251000.0,1220000.0,510922.0
5,2012.09.06,1196000.0,7000.0,1200000.0,1203000.0,1193000.0,247977.0
9,2012.09.05,1189000.0,29000.0,1205000.0,1212000.0,1189000.0,349101.0
10,2012.09.04,1218000.0,0.0,1219000.0,1228000.0,1210000.0,198954.0
11,2012.09.03,1218000.0,15000.0,1220000.0,1235000.0,1201000.0,278537.0
12,2012.08.31,1233000.0,18000.0,1211000.0,1234000.0,1207000.0,407358.0
13,2012.08.30,1215000.0,15000.0,1228000.0,1229000.0,1202000.0,324636.0
1,2012.08.29,1230000.0,35000.0,1209000.0,1235000.0,1207000.0,469517.0
2,2012.08.28,1195000.0,15000.0,1186000.0,1209000.0,1180000.0,558503.0
3,2012.08.27,1180000.0,95000.0,1189000.0,1203000.0,1173000.0,1277983.0
4,2012.08.24,1275000.0,12000.0,1270000.0,1287000.0,1264000.0,282921.0
5,2012.08.23,1287000.0,23000.0,1261000.0,1287000.0,1249000.0,277600.0
9,2012.08.22,1264000.0,18000.0,1269000.0,1281000.0,1257000.0,321554.0
10,2012.08.21,1282000.0,1000.0,1292000.0,1302000.0,1282000.0,307047.0
11,2012.08.20,1283000.0,12000.0,1270000.0,1283000.0,1255000.0,399820.0
12,2012.08.17,1295000.0,50000.0,1344000.0,1345000.0,1286000.0,554025.0
13,2012.08.16,1345000.0,0.0,1354000.0,1355000.0,1338000.0,296891.0
1,2012.08.14,1345000.0,20000.0,1326000.0,1350000.0,1326000.0,289928.0
2,2012.08.13,1325000.0,23000.0,1342000.0,1347000.0,1323000.0,197976.0
3,2012.08.10,1348000.0,8000.0,1335000.0,1348000.0,1330000.0,294895.0
4,2012.08.09,1340000.0,20000.0,1321000.0,1348000.0,1318000.0,612875.0
5,2012.08.08,1320000.0,26000.0,1306000.0,1328000.0,1301000.0,389471.0
9,2012.08.07,1294000.0,4000.0,1303000.0,1304000.0,1284000.0,205823.0
10,2012.08.06,1298000.0,55000.0,1285000.0,1305000.0,1282000.0,246024.0
11,2012.08.03,1243000.0,20000.0,1240000.0,1267000.0,1238000.0,312338.0
12,2012.08.02,1263000.0,37000.0,1300000.0,1304000.0,1261000.0,320335.0
13,2012.08.01,1300000.0,9000.0,1292000.0,1315000.0,1283000.0,381803.0
1,2012.07.31,1309000.0,34000.0,1280000.0,1334000.0,1275000.0,676303.0
2,2012.07.30,1275000.0,42000.0,1260000.0,1278000.0,1251000.0,382995.0
3,2012.07.27,1233000.0,61000.0,1195000.0,1233000.0,1191000.0,534352.0
4,2012.07.26,1172000.0,14000.0,1169000.0,1174000.0,1160000.0,273339.0
5,2012.07.25,1158000.0,12000.0,1153000.0,1172000.0,1139000.0,273353.0
9,2012.07.24,1170000.0,8000.0,1165000.0,1175000.0,1159000.0,292532.0
10,2012.07.23,1162000.0,29000.0,1165000.0,1170000.0,1155000.0,258087.0
11,2012.07.20,1191000.0,4000.0,1202000.0,1203000.0,1191000.0,240244.0
12,2012.07.19,1195000.0,41000.0,1180000.0,1202000.0,1172000.0,497504.0
13,2012.07.18,1154000.0,14000.0,1179000.0,1185000.0,1138000.0,292655.0
1,2012.07.17,1168000.0,16000.0,1148000.0,1178000.0,1136000.0,317913.0
2,2012.07.16,1152000.0,13000.0,1145000.0,1155000.0,1133000.0,305730.0
3,2012.07.13,1139000.0,48000.0,1096000.0,1144000.0,1091000.0,542252.0
4,2012.07.12,1091000.0,27000.0,1121000.0,1126000.0,1091000.0,500103.0
5,2012.07.11,1118000.0,9000.0,1129000.0,1133000.0,1108000.0,361358.0
9,2012.07.10,1127000.0,1000.0,1135000.0,1142000.0,1121000.0,355742.0
10,2012.07.09,1126000.0,35000.0,1135000.0,1138000.0,1126000.0,426705.0
11,2012.07.06,1161000.0,24000.0,1194000.0,1194000.0,1153000.0,423970.0
12,2012.07.05,1185000.0,6000.0,1187000.0,1194000.0,1177000.0,181784.0
13,2012.07.04,1191000.0,16000.0,1182000.0,1197000.0,1178000.0,383678.0
1,2012.07.03,1175000.0,1000.0,1182000.0,1193000.0,1170000.0,316380.0
2,2012.07.02,1174000.0,27000.0,1208000.0,1209000.0,1171000.0,383135.0
3,2012.06.29,1201000.0,33000.0,1167000.0,1201000.0,1153000.0,373478.0
4,2012.06.28,1168000.0,1000.0,1167000.0,1180000.0,1153000.0,208420.0
5,2012.06.27,1167000.0,28000.0,1140000.0,1177000.0,1130000.0,471673.0
9,2012.06.26,1139000.0,7000.0,1133000.0,1149000.0,1129000.0,506211.0
10,2012.06.25,1132000.0,50000.0,1171000.0,1178000.0,1128000.0,828723.0
11,2012.06.22,1182000.0,45000.0,1189000.0,1202000.0,1180000.0,626943.0
12,2012.06.21,1227000.0,25000.0,1234000.0,1242000.0,1226000.0,255553.0
13,2012.06.20,1252000.0,8000.0,1249000.0,1265000.0,1245000.0,265743.0
1,2012.06.19,1244000.0,1000.0,1245000.0,1247000.0,1222000.0,297169.0
2,2012.06.18,1243000.0,26000.0,1240000.0,1257000.0,1234000.0,352506.0
3,2012.06.15,1217000.0,44000.0,1250000.0,1260000.0,1214000.0,609612.0
4,2012.06.14,1261000.0,10000.0,1269000.0,1271000.0,1256000.0,441585.0
5,2012.06.13,1271000.0,16000.0,1266000.0,1274000.0,1256000.0,191611.0
9,2012.06.12,1255000.0,13000.0,1246000.0,1260000.0,1245000.0,176329.0
10,2012.06.11,1268000.0,21000.0,1272000.0,1275000.0,1266000.0,198491.0
11,2012.06.08,1247000.0,18000.0,1275000.0,1275000.0,1245000.0,199521.0
12,2012.06.07,1265000.0,62000.0,1239000.0,1265000.0,1233000.0,419412.0
13,2012.06.05,1203000.0,7000.0,1201000.0,1209000.0,1193000.0,257449.0
1,2012.06.04,1196000.0,37000.0,1198000.0,1205000.0,1192000.0,361840.0
2,2012.06.01,1233000.0,22000.0,1213000.0,1237000.0,1199000.0,272252.0
3,2012.05.31,1211000.0,15000.0,1213000.0,1213000.0,1192000.0,442818.0
4,2012.05.30,1226000.0,12000.0,1238000.0,1240000.0,1215000.0,254380.0
5,2012.05.29,1238000.0,13000.0,1212000.0,1238000.0,1206000.0,216876.0
9,2012.05.25,1225000.0,0.0,1233000.0,1246000.0,1223000.0,203783.0
10,2012.05.24,1225000.0,4000.0,1213000.0,1225000.0,1198000.0,305365.0
11,2012.05.23,1221000.0,19000.0,1240000.0,1240000.0,1195000.0,323898.0
12,2012.05.22,1240000.0,31000.0,1255000.0,1255000.0,1227000.0,476938.0
13,2012.05.21,1209000.0,43000.0,1194000.0,1216000.0,1190000.0,475248.0
1,2012.05.18,1166000.0,57000.0,1204000.0,1205000.0,1165000.0,602891.0
2,2012.05.17,1223000.0,7000.0,1230000.0,1243000.0,1201000.0,663431.0
3,2012.05.16,1230000.0,81000.0,1298000.0,1300000.0,1228000.0,772389.0
